ID,Recipient,Amount,Currency
17443,Christopher Smith,303.74,BRL
17444,Tina Acevedo,8366.93,CHF
17445,Gregory Jones,427.82,HKD
17446,Faith Roberts,4457.97,NOK
17447,Amber Rivas,417.36,NZD
17448,Amanda Thompson,4933.08,KRW
17449,Donna Brown,456.12,NZD
17450,Gabrielle Parker,568.2,USD
17451,Alexander Guerrero,6433.37,JPY
17452,Mrs. Michelle Goodman DVM,5937.83,ZAR
17453,Dana Nelson,5509.29,ZAR
17454,Mark Hood,4106.91,INR
17455,Ashley Rodriguez,8721.04,PLN
17456,James Mills,2357.7,CAD
17457,Monica Clark,2653.22,BRL
17458,Robert Williams,272.88,INR
17459,Peter Morales,7082.38,ILS
17460,Anne Anderson,6456.06,GBP
17461,Eric Lewis,1730.53,NOK
17462,Kathy Ramos,9614.98,ILS
17463,Joseph Baldwin,9562.28,DKK
17464,Barbara Garcia,8448.65,INR
17465,Michelle Myers,1110.17,MXN
17466,Tyler Jennings,4621.63,GBP
17467,Tracy Jordan,3144.96,AUD
17468,Richard Chambers,7720.14,MXN
17469,Chad Johnson,6761.84,CHF
17470,Kimberly Gay,1808.75,KRW
17471,Melissa Carr,7260.31,ZAR
17472,Mark Bradley,3818.86,PLN
17473,Kathryn Campbell,6579.49,GBP
17474,Zachary Valdez,8940.19,DKK
17475,Tonya Gates,1760.34,EUR
17476,Jamie Christian,7548.27,GBP
17477,Randall Rodriguez,4958.56,GBP
17478,Marissa Donovan,4814.02,KRW
17479,Monica Beck,2482.14,BRL
17480,Theresa Davis,2512.11,SGD
17481,Ashley Weber,8395.87,NZD
17482,William Knight,4550.0,KRW
17483,Joseph Wilson,1757.61,NZD
17484,Alexis Figueroa,1554.14,SEK
17485,Michele Cunningham,880.71,GBP
17486,Patty Phillips,8553.82,ILS
17487,Christine Austin,1855.59,PLN
17488,Adam Fletcher,5555.6,HKD
17489,Maria Murray,4723.29,GBP
17490,Gloria Hamilton,1510.71,DKK
17491,Michelle Meadows,2486.43,CHF
17492,Suzanne Williams,5575.09,AUD
17493,Charles Reynolds,2556.88,INR
17494,Matthew Griffith,8505.96,BRL
17495,Emily Kramer,866.28,SGD
17496,Brian Matthews,1558.42,DKK
17497,Alexander Owen,6869.94,GBP
17498,Shannon Gonzalez,2790.1,HKD
17499,Johnny Gordon,4838.52,AUD
17500,Shelley Williams,6754.32,JPY
17501,Margaret Small,5773.56,USD
17502,Kristine Lewis,9874.41,CHF
17503,Kelly Washington,508.62,EUR
17504,Justin Smith,531.69,KRW
17505,Randall Carey,4079.75,PLN
17506,Nicholas Hernandez,6517.71,BRL
17507,Christina Anderson,2741.08,NZD
17508,James Ochoa,509.21,KRW
17509,Candace Myers,9928.84,DKK
17510,Kayla Bailey,7738.04,USD
17511,Brianna Brown,6632.05,PLN
17512,Angela Bryant,4028.82,DKK
17513,Brian Anderson,5008.06,USD
17514,Walter Carter,6966.04,SEK
17515,Julie Mack,1519.33,JPY
17516,Emily Hunter,719.93,SEK
17517,Jessica Chaney,2371.07,EUR
17518,Jill Pham,1390.97,SGD
17519,David Woodard,6336.8,JPY
17520,Brian King,8680.01,AUD
17521,Jacqueline Powell,1369.29,NZD
17522,Steven Sandoval,7430.77,EUR
17523,Jordan Rivera,1431.93,BRL
17524,Alyssa Phelps,8142.6,NZD
17525,Michael Ross,807.55,USD
17526,Jeremiah Miller,7457.85,NOK
17527,Devon Armstrong,7935.24,NZD
17528,Robert Wilson,8308.6,INR
17529,Kristy Jones,1642.77,NOK
17530,Rebecca White,394.3,EUR
17531,Stacy Johnson,5173.87,JPY
17532,Emily Richardson,6629.93,SGD
17533,Kenneth Edwards,3779.04,USD
17534,Tina Potter,7416.85,NZD
17535,Robert Mason,8132.78,GBP
17536,Christopher Boyd,6383.79,INR
17537,Paul Hill,3727.23,EUR
17538,Morgan Evans,9894.34,NZD
17539,Antonio Olson,3501.25,HKD
17540,Cassandra Barry,1616.58,ILS
17541,Cheryl Moore,6674.84,USD
17542,Taylor Barnett,2025.5,NOK
17543,Mr. Greg Tucker,242.79,CAD
17544,Richard Sheppard,2381.17,INR
17545,Kristen Green,4219.17,INR
17546,Meghan Nguyen,3727.25,DKK
17547,Tammy Kemp,7824.51,CHF
17548,Matthew Rhodes,7502.58,CAD
17549,Stephanie Anthony,9510.73,AUD
17550,Aaron Scott,9559.7,AUD
17551,Casey Miller,6903.52,HKD
17552,David Herman,6053.08,AUD
17553,Tammie Thomas,5762.14,BRL
17554,Katherine Mitchell,1115.9,SGD
17555,Kathleen Davis,1043.68,ZAR
17556,Angie Adkins,2279.78,GBP
17557,Paul Neal,3123.25,JPY
17558,Melissa Brady,9373.1,NOK
17559,Brian Robertson,3928.92,NOK
17560,Dustin Kent,6080.92,EUR
17561,Ashley Serrano,3421.64,DKK
17562,Megan Barnes,3955.97,DKK
17563,Scott Rivera,2850.06,CAD
17564,Ronald Lane,9161.05,CAD
17565,Anthony Whitaker,786.82,DKK
17566,Shannon Green,4046.72,PLN
17567,Eric Benson,1645.28,INR
17568,Nicholas Reed,9743.76,GBP
17569,Tracy Stout,1814.58,EUR
17570,Lisa Rodriguez,3762.8,ZAR
17571,Regina Robertson,1983.15,AUD
17572,Eric Payne,8833.3,BRL
17573,Dr. Donald Bowen,8919.62,GBP
17574,Katrina Sullivan,6621.01,NOK
17575,Sarah Mullins,1676.57,BRL
17576,Nancy Huerta,9149.59,ILS
17577,Robert Rodriguez,6231.03,ZAR
17578,Lance Mcguire,3619.02,CAD
17579,Julia Davis,555.97,ZAR
17580,Jeremy Simpson,186.72,AUD
17581,Kimberly Benjamin,959.76,PLN
17582,Lisa Mcclure,7097.77,USD
17583,Lori Sullivan,526.91,NOK
17584,Hunter Matthews,5575.28,ILS
17585,Regina Hickman,2033.49,USD
17586,Karen Black,755.22,DKK
17587,Stephanie Jones,5273.63,SGD
17588,Elizabeth Ortiz,6424.61,KRW
17589,Keith Fernandez,749.29,PLN
17590,Rebecca Herring,8851.5,HKD
17591,Michael Smith,8421.31,KRW
17592,Mikayla Fitzpatrick,5671.8,BRL
17593,Cassandra Palmer,1796.23,NOK
17594,Brandon Fletcher,5558.0,PLN
17595,Timothy Johnson,7653.39,ILS
17596,Lee Stein,6265.77,CHF
17597,Kelly Craig,3673.66,MXN
17598,Sarah Bush,4963.34,SEK
17599,George Morrison,3812.32,SGD
17600,Julia Allen,9971.92,USD
17601,George Gilmore,1973.92,BRL
17602,Jennifer Avila,1364.9,INR
17603,Rodney Miller,4540.51,EUR
17604,Rick Henry,7472.14,NZD
17605,Sean Scott,815.35,KRW
17606,Kelly Johnson,8620.63,GBP
17607,Anthony Snyder,880.43,MXN
17608,Angela Martinez,250.02,ZAR
17609,Kristen Dawson,9180.61,ILS
17610,Michael Mccormick,3033.96,PLN
17611,Travis Gould,978.89,INR
17612,Anthony Ross,7923.59,CAD
17613,Edward Lee,229.4,MXN
17614,Samantha Diaz,2206.84,MXN
17615,Jason Ritter,9791.68,ZAR
17616,Kimberly Williams,3391.94,DKK
17617,Dorothy Cooper,4682.51,USD
17618,Natalie Perez,8334.65,INR
17619,John Lozano,8720.82,KRW
17620,Matthew Murphy,3877.23,INR
17621,Amy Good,8707.63,HKD
17622,John Willis,9483.85,CHF
17623,Katherine Bean,7074.76,CHF
17624,Jo Torres,1781.43,NZD
17625,Paul Stevens,4933.94,MXN
17626,Alexis Gomez,2378.01,DKK
17627,Cynthia Wagner,4932.28,NZD
17628,Michael Stanley,6427.08,PLN
17629,Mr. Jermaine Hill DVM,3577.26,KRW
17630,Mark Miller,6521.21,BRL
17631,Jessica Curtis,3443.84,NOK
17632,Joshua Daugherty,1222.51,PLN
17633,Randy Peterson,1082.28,ILS
17634,Lisa Perez,8143.28,NZD
17635,Douglas Wood,8974.84,DKK
17636,Stephanie Rasmussen,9406.25,NZD
17637,Jose Goodman,4213.19,SGD
17638,Preston Tucker,621.63,INR
17639,Kyle Bryant,1774.43,NOK
17640,Vickie Padilla,7814.53,GBP
17641,George Allen,4874.09,KRW
17642,Kimberly Gaines,797.09,HKD
17643,Pamela Mcclure,282.51,AUD
17644,Caitlyn Ware,7630.19,EUR
17645,Robert Thomas,1154.3,BRL
17646,Michael Garcia,3484.86,PLN
17647,Jacqueline Russell,8617.05,USD
17648,Roberto Williams,3591.19,ZAR
17649,Rebecca Sawyer,8010.87,ZAR
17650,Brandi Ali,7144.88,EUR
17651,Sarah Smith,4581.75,SEK
17652,Elizabeth Ramirez,1154.32,SEK
17653,James Boyer,1099.83,SEK
17654,Edward Galvan,3097.44,PLN
17655,Kim Garcia,1586.65,MXN
17656,James Morrison,743.94,NOK
17657,Regina Peters,2699.03,CHF
17658,Thomas Meyers,4455.47,NZD
17659,Vickie Smith,2798.58,ILS
17660,Amy Silva,9083.8,HKD
17661,Carla Kelly,6991.48,HKD
17662,Patrick Johnson,8688.91,ILS
17663,Anthony Kelley,3838.32,SEK
17664,Ariana Lee,5055.99,DKK
17665,Barbara Valenzuela,9931.12,ZAR
17666,Melissa Baird,5581.89,GBP
17667,Robert Lozano,5077.24,DKK
17668,Timothy Phillips,3508.79,DKK
17669,Jeremy Edwards,5436.86,PLN
17670,Ricky Barnes,5897.54,NOK
17671,David Palmer,9013.18,JPY
17672,Michael Simon,4258.29,NOK
17673,Maurice Martinez,7859.37,PLN
17674,Vanessa Richardson,1949.18,ILS
17675,Jackie Butler,9672.84,DKK
17676,Christopher Barrett,2030.28,HKD
17677,Richard Hicks,2287.5,CAD
17678,Michael Moore,4233.18,JPY
17679,Rachel Vazquez,8209.54,CAD
17680,Rebecca Johnson,4418.83,ILS
17681,Brian Benjamin,5732.51,NZD
17682,Crystal Dixon,230.24,GBP
17683,Tina Ward,8837.97,GBP
17684,Roger Kelly,4732.7,EUR
17685,Ryan Harris,868.81,CHF
17686,Emma Richards,5182.48,SGD
17687,Phillip Frederick,4275.65,SEK
17688,Jennifer Ramsey,2652.8,NOK
17689,Kevin Franklin,1111.01,SGD
17690,Mrs. Erin Terry,9221.17,AUD
17691,Jason Fisher,3271.31,ILS
17692,Robin Harris,5129.59,DKK
17693,Denise Wagner,4667.77,EUR
17694,Jessica Fritz,6736.42,CHF
17695,Tiffany Jenkins,5665.58,AUD
17696,Brooke Sullivan,2475.36,EUR
17697,Matthew Kelly,1477.52,AUD
17698,Martha Jackson,3771.41,GBP
17699,Tiffany Vang,6340.4,KRW
17700,Kristen Griffin,1472.21,CAD
17701,Tyler Brandt,6771.9,JPY
17702,Brian Hernandez,4381.93,ILS
17703,Melissa Taylor,2727.61,CAD
17704,Natalie Ortiz,6300.67,PLN
17705,Robin Shaffer,8632.15,MXN
17706,Beverly Hall,7810.3,MXN
17707,Crystal Huynh,1173.52,GBP
17708,Margaret Ford,2267.27,BRL
17709,Edward Alvarez,7682.81,HKD
17710,Ethan Kelley,593.08,CHF
17711,Charles Waller,5814.7,BRL
17712,Howard Taylor,6948.4,MXN
17713,Natalie Torres,9728.26,DKK
17714,Cassandra Brown,8434.35,KRW
17715,Susan Friedman,1314.54,CHF
17716,Jeffrey Pierce,4498.97,CHF
17717,Ryan Alexander,8010.9,CHF
17718,Chelsea Duncan,1514.71,BRL
17719,Philip Kidd,8676.15,CAD
17720,Heather Robinson,7715.61,NOK
17721,Dorothy Parker,3005.39,AUD
17722,Kelly Smith DDS,5557.09,MXN
17723,Michelle Newton,2488.18,ILS
17724,Mr. Aaron Rodgers V,7195.55,ILS
17725,Ashley Small,6447.89,AUD
17726,Elizabeth Walsh,5036.36,EUR
17727,Shane Jones,4315.16,AUD
17728,Andrea Lewis,7415.21,JPY
17729,Rebecca Thomas,5802.62,BRL
17730,Lawrence Kelley,6954.09,PLN
17731,Nicole Crosby,3748.17,GBP
17732,Robert Hammond,2664.03,CAD
17733,Dustin Lopez,9514.6,BRL
17734,Leon Oneill,8981.92,USD
17735,Jacob Archer,5501.88,HKD
17736,Tammie Gutierrez,897.11,BRL
17737,Michael Conner,4239.62,PLN
17738,Suzanne Hanson,2238.14,ZAR
17739,Heather Austin,3374.04,BRL
17740,Anthony Alvarado,2799.55,BRL
17741,Linda Frost,8324.41,BRL
17742,Jeffery Buckley,30.36,MXN
17743,Katherine Edwards,3894.56,INR
17744,Kelly Torres,430.13,CHF
17745,William Pierce,771.6,ILS
17746,Michael Moore,5335.15,HKD
17747,Reginald Leblanc,554.72,KRW
17748,Stacy Anderson,6669.1,SEK
17749,Barbara Hawkins MD,9871.21,NZD
17750,Jessica Cox,4862.08,AUD
17751,Molly Jacobs,4836.06,ILS
17752,Pamela Brown DVM,7731.56,SGD
17753,Peter Jones,2395.82,INR
17754,Caroline Manning,6738.04,GBP
17755,Meagan Banks,7438.41,GBP
17756,Caroline Brooks,5797.07,CAD
17757,Amy Adams,5726.24,ZAR
17758,Brittney Miranda,5632.13,NOK
17759,Victoria Ball,5003.95,KRW
17760,Abigail Avila,7675.49,MXN
17761,Michael Murray,4633.79,BRL
17762,Jonathan Burnett,4488.8,ZAR
17763,Mark Miller,1827.85,HKD
17764,Christopher Clarke,6919.25,BRL
17765,Christopher Atkinson,1479.24,ZAR
17766,Jill Henry,4206.64,KRW
17767,Kevin Harris,1868.2,GBP
17768,Mark Berg,2955.96,PLN
17769,Michelle Hancock,7176.07,KRW
17770,Samantha Garrett,9614.98,GBP
17771,Nichole Willis,1723.1,AUD
17772,Andrew Gonzalez,3379.1,CHF
17773,Brandon Gonzales,1211.21,AUD
17774,Melissa Bartlett,8765.28,SEK
17775,Heidi Taylor,7472.77,HKD
17776,Jeremy Hawkins,5916.47,DKK
17777,Justin Johnson,2405.81,ILS
17778,Justin West,6217.14,DKK
17779,Alicia Rich,5714.5,EUR
17780,Jessica Porter,6773.28,JPY
17781,Jennifer Delgado,332.48,DKK
17782,Taylor Gardner,438.72,CHF
17783,Crystal Leon,7736.79,CHF
17784,Cameron Wong,9671.6,CHF
17785,Bobby Baker,1434.09,NOK
17786,Theodore Fry,6852.85,MXN
17787,Nathan James,1112.6,HKD
17788,Lauren Crawford,8917.29,SEK
17789,Nicole Smith,9701.57,NOK
17790,Marcus Crawford,5309.04,SGD
17791,Dennis Frazier,5586.73,DKK
17792,Rodney King,8700.28,KRW
17793,Melissa Williams,2419.51,INR
17794,Yolanda Underwood,1648.57,CAD
17795,Alexis Patel,2196.08,GBP
17796,Mark Lozano,754.75,AUD
17797,Joseph Huang,1309.65,INR
17798,Jeremy Martinez,4130.33,SEK
17799,Kaitlyn Pena,4042.96,NZD
17800,Cassandra Lewis,9233.44,NOK
17801,Kathryn Bullock,2195.14,EUR
17802,Paul Simpson,7015.73,GBP
17803,Christine Ortiz,5310.85,SEK
17804,Rachel Wright,5281.39,CHF
17805,Brianna Berry,3006.12,INR
17806,Jennifer Gonzales,6669.83,MXN
17807,Eric Summers,9178.86,EUR
17808,Shannon Tucker,1023.62,NZD
17809,Katrina Miller,7501.76,PLN
17810,Joshua Wells,607.56,PLN
17811,Kevin Walker MD,6655.82,INR
17812,Ricky Simpson,6015.8,PLN
17813,Dr. Linda Williams MD,5676.18,CAD
17814,Ariel Gomez,8185.49,ZAR
17815,Casey Perez,1336.35,INR
17816,James Livingston,7305.8,MXN
17817,William Mcclain,1902.24,ILS
17818,Marissa Alvarez,8701.19,ILS
17819,Andrew Elliott,5623.37,BRL
17820,Robin Herrera,5621.79,EUR
17821,Elizabeth Green,1261.41,SGD
17822,Julie Gibson,9883.28,GBP
17823,Ricardo Morgan,2208.6,USD
17824,Elizabeth Mccarty,5046.68,EUR
17825,Danielle Hogan,5070.2,KRW
17826,Michael Rogers,5328.59,NZD
17827,Cassandra Richards,6499.41,USD
17828,Jonathan Strickland,8364.32,ILS
17829,Kristen Rasmussen,215.56,EUR
17830,Jason Campbell,3290.49,GBP
17831,Brandon Henry,5945.7,AUD
17832,James Jenkins,3442.51,JPY
17833,Nathaniel Hamilton,340.31,EUR
17834,Ryan Martin,4219.13,INR
17835,Connor Fisher,7168.04,KRW
17836,Charlotte Leonard,6007.78,BRL
17837,Michael Mathis,6326.6,HKD
17838,Bobby Greene Jr.,6045.48,CAD
17839,Scott Hill,995.57,INR
17840,Jennifer Bryant,9845.73,PLN
17841,Tina Wallace,2131.54,EUR
17842,Lisa Rogers,7834.75,ILS
17843,Elizabeth Mcdaniel,3358.76,ZAR
17844,Nicole Ball,344.69,AUD
17845,Jessica Gomez,9984.24,ZAR
17846,Gary Howard,7623.09,SEK
17847,Andrea Williams,3249.06,ILS
17848,Danielle Brown,9026.78,USD
17849,Taylor Hall,6613.79,SEK
17850,Christopher Wilson,4212.02,SEK
17851,Christopher Le,3744.51,MXN
17852,Sydney Martinez,8155.04,CHF
17853,Mrs. Jennifer Garza,174.8,SGD
17854,Rachel Jones,3848.53,ZAR
17855,Brianna Hawkins,4390.67,ILS
17856,Brian Patterson,9156.32,SGD
17857,Kristi Johnson,6228.3,INR
17858,Tracey Gregory,3189.46,HKD
17859,Shannon Garcia,72.95,NOK
17860,Kenneth Cook,8450.32,EUR
17861,Jason Rangel,5290.86,ILS
17862,Claudia Gordon,2496.66,INR
17863,Misty Turner,1304.41,NZD
17864,Gwendolyn Daniels,1566.57,SGD
17865,Kyle Baker,3005.27,SGD
17866,Sara Adams,4016.28,KRW
17867,Felicia Griffin,9787.05,PLN
17868,Kirk Campbell,6359.98,SGD
17869,Andrew Dunn,5301.76,SGD
17870,Brianna Burgess,6767.25,PLN
17871,Brianna Long,7625.55,HKD
17872,Brianna Miller,3121.62,HKD
17873,Joshua Solis,2234.25,USD
17874,Barbara Williams,929.29,CAD
17875,Donna Johns,997.79,SGD
17876,Rachel Briggs,683.52,HKD
17877,Joshua Weber,2866.2,DKK
17878,Ryan Hicks,6437.32,PLN
17879,Mr. Earl Torres,7082.66,BRL
17880,Kathleen Frederick,9497.61,PLN
17881,Gary Johnston,6022.17,HKD
17882,Juan Odom,7600.38,SGD
17883,Mark Olson,357.45,DKK
17884,Tammy Saunders,8858.3,CAD
17885,Haley Carroll,4707.73,PLN
17886,Charles Brooks,7348.26,ILS
17887,Teresa Curtis,7739.48,DKK
17888,Michelle Stein,6524.68,AUD
17889,Nicholas Sanders,5518.07,ILS
17890,Tommy Baker,344.09,ILS
17891,Michelle Parsons,9049.6,CHF
17892,Dustin Moore,9829.79,AUD
17893,Kevin Bailey,7442.26,AUD
17894,Kristen Mercado,5818.27,DKK
17895,Joseph Harris,2706.74,ILS
17896,Christopher Wallace,6186.33,AUD
17897,Catherine Ellis,6160.09,ZAR
17898,Joel Harrell,3155.67,CHF
17899,Robert Flores,1101.61,JPY
17900,Yolanda Frazier,7320.26,ZAR
17901,Nicole Williamson,3284.52,USD
17902,Nicole Jacobs,6078.71,INR
17903,Nicholas Deleon,6869.58,PLN
17904,Carl Chandler,1631.3,KRW
17905,Vanessa Ramos,7517.33,EUR
17906,Ashley Martin,7902.46,DKK
17907,Bonnie Jones,4940.99,KRW
17908,Perry Hansen,8855.62,KRW
17909,Maurice Phillips,9409.48,KRW
17910,David Fields,6210.38,USD
17911,Gary Ellis,9135.72,CHF
17912,Jeffrey Smith,3728.09,GBP
17913,Jeremiah Nelson,5577.31,AUD
17914,Tammy Gregory,8797.27,HKD
17915,Leslie Vaughn,2793.89,ZAR
17916,Katie Foster,3452.76,ILS
17917,Joshua Rasmussen,9527.21,NOK
17918,Matthew Kim,4903.99,CAD
17919,Erica Sellers,1895.71,CAD
17920,Nathan Chaney,5719.31,PLN
17921,Linda Villanueva,4694.04,DKK
17922,Craig Wilson,2896.53,JPY
17923,Christine Russell,4586.03,USD
17924,Joshua Miller,3882.15,JPY
17925,Tyler Weber,5762.95,NZD
17926,Amy Ford,3476.84,CAD
17927,Blake Fuller,197.0,SEK
17928,Kara Norris,1313.37,SEK
17929,Carol Rogers,369.65,KRW
17930,Barbara Green,6505.59,DKK
17931,Jason Thompson,6544.22,USD
17932,Corey Dixon,2394.96,BRL
17933,Amy Graves,4158.73,USD
17934,Kimberly Martinez,7623.16,JPY
17935,Tamara Terry,7518.48,MXN
17936,Jonathan Jackson,1208.51,AUD
17937,Kevin Jones,3743.03,DKK
17938,Robert Young,8615.66,ZAR
17939,Tanya Mccall,4273.62,MXN
17940,Donald Johnson,8065.92,AUD
17941,William Morrow,7597.75,DKK
17942,Kathleen Thomas,2982.94,NZD
17943,Mr. Steve Marks MD,2780.25,KRW
17944,Sean Frazier,3597.02,ILS
17945,Frank Davis,403.82,INR
17946,Bonnie Wheeler,2595.43,ILS
17947,Laura Neal,7518.49,KRW
17948,Michael Newman,8104.25,ILS
17949,Angela Ramsey,7416.34,CHF
17950,Erin Davila,1000.55,USD
17951,Robert Gardner,8004.1,INR
17952,Michael Morrison,631.21,PLN
17953,Julie Gomez,6547.59,NOK
17954,Rachel Bowman,8377.49,HKD
17955,Kirsten Rodriguez,1809.97,MXN
17956,Morgan Johnson,900.82,JPY
17957,Curtis Waller,8901.04,SGD
17958,Dawn Nichols,4842.03,SGD
17959,Donna Richardson,6584.33,CAD
17960,Joseph Villanueva,7452.15,DKK
17961,Kenneth Holland,1396.97,CHF
17962,Patrick Davis,7253.09,NZD
17963,Robert Smith,1447.24,ZAR
17964,Toni Ramirez,99.87,JPY
17965,Eugene Davis,2923.23,MXN
17966,Andre Ferrell,3507.69,NOK
17967,Kelly Cunningham,9597.84,PLN
17968,Richard Smith,7288.48,SEK
17969,Michael Roberts,2252.52,AUD
17970,Patrick Lopez,7042.97,NOK
17971,Patrick Wong,6855.9,MXN
17972,Stephanie Dawson,6022.75,SEK
17973,Jennifer Sosa,1411.89,BRL
17974,Carol Miller,6566.15,DKK
17975,Robert Woodward,2175.45,INR
17976,Aaron Klein,3680.07,NZD
17977,Christopher Taylor,2386.42,SEK
17978,Melinda Lopez,2717.21,CAD
17979,Micheal Peterson,7285.08,DKK
17980,Jonathan Hancock,7854.91,EUR
17981,Meghan Martin,7265.2,SGD
17982,Melvin Davidson,7459.17,EUR
17983,Dennis Werner,1099.75,NOK
17984,Scott Montes,3909.32,SGD
17985,Jamie Tucker,7066.26,CAD
17986,Gabriella Bryant,1361.56,SEK
17987,Cynthia White,2279.5,BRL
17988,Mario Lee,1727.4,NOK
17989,Adam Moreno,9784.62,ZAR
17990,Derek Phelps,6230.54,KRW
17991,Jessica Morales,8128.01,PLN
17992,Ashley Lynch,9453.68,CHF
17993,Amanda Huerta,4405.37,BRL
17994,Derek English,1408.01,KRW
17995,Emily Pruitt,6179.02,ILS
17996,Michael Maddox,685.41,JPY
17997,Jessica Humphrey,8636.74,KRW
17998,Ronald Mcdowell,6888.34,CHF
17999,William Wilkinson,5037.48,INR
18000,William Burke,7044.5,HKD
18001,Kristy Wilkins,5347.26,AUD
18002,Valerie Gutierrez,3111.19,NZD
18003,Kenneth Espinoza,8787.58,DKK
18004,Jason Herrera,2595.66,BRL
18005,Jeffrey Moore,6318.59,CHF
18006,Cheryl Henderson,8559.4,SEK
18007,Stacey Moore,4623.86,INR
18008,Lisa Blair,5766.59,ILS
18009,Traci Smith,371.66,CHF
18010,Susan Palmer,1817.19,NOK
18011,Marie Weaver,9315.27,DKK
18012,Mary Terry,6394.6,SGD
18013,Christopher Carroll,6691.18,HKD
18014,Derek Murphy,2255.14,EUR
18015,Monica Duncan,8497.37,SGD
18016,Lisa Peterson,28.93,USD
18017,Jared Duke,5498.98,USD
18018,Eric Jordan,3681.62,JPY
18019,Anna Robinson,1272.3,SEK
18020,Nicole Miller,283.06,GBP
18021,Richard Flores,7824.71,DKK
18022,Erica Austin,5312.23,CHF
18023,Philip Stephens,9966.06,CHF
18024,Ashley Williams,4343.93,CAD
18025,Charles Doyle,8262.15,KRW
18026,Patrick Meyer,4171.86,AUD
18027,Christopher Nelson,4576.15,NZD
18028,Bruce Martin,5108.57,PLN
18029,Mary Bullock,9348.31,HKD
18030,Jordan Vasquez,9311.73,ILS
18031,Donna Taylor,2912.09,NOK
18032,Richard Hall,5858.91,ZAR
18033,Richard Diaz,1113.52,PLN
18034,Charles Kaiser,9625.01,PLN
18035,Tammy Hayes,4639.42,EUR
18036,William Montoya,5521.96,PLN
18037,Wanda Williams,6071.32,MXN
18038,Jeremy Day,2075.79,CHF
18039,Brian Holden,9645.94,EUR
18040,Miss Melissa Yang,4781.57,SGD
18041,Benjamin Hartman,1329.45,BRL
18042,Adrian Griffin,4729.83,GBP
18043,Melissa Jackson,9571.9,PLN
18044,James Woods,8095.15,CAD
18045,Kimberly Carter,6682.42,MXN
18046,Victoria Dodson,7324.08,SEK
18047,Whitney Evans,9986.21,ILS
18048,Dr. Robert Sanchez,9883.71,JPY
18049,William Christian,579.38,ILS
18050,Karina Harrington,609.54,ZAR
18051,Brittany Gomez,3010.57,HKD
18052,Sergio Lucero,5911.2,MXN
18053,Patrick Smith,3535.74,BRL
18054,Theresa Young,434.64,NOK
18055,Sarah Jones,271.02,GBP
18056,Michael Jennings,9627.25,BRL
18057,Thomas Sampson,6906.91,CAD
18058,Jonathan Pugh,2652.61,CAD
18059,Rebekah Smith,8859.45,PLN
18060,Laura Mitchell,7223.57,DKK
18061,Gabriella Martinez,1852.06,HKD
18062,Charles Kirk,3231.47,CHF
18063,Kelly Harris,2864.62,HKD
18064,Mr. Steven Joyce,431.03,INR
18065,Grace Johnston,3022.53,ILS
18066,Lisa Carter,5084.39,HKD
18067,Karen Mills,5388.22,EUR
18068,Andrew Sherman,7538.5,CAD
18069,Cassidy Powell,5137.36,NOK
18070,Seth Weaver,298.27,NZD
18071,Jill Kim,7226.47,PLN
18072,Kim Rush,7041.01,PLN
18073,Lisa Chandler,5926.56,NZD
18074,Ryan Yang,380.72,EUR
18075,Susan Smith,9851.0,AUD
18076,Morgan Harmon,7619.88,SGD
18077,Michael Lewis,7333.65,CAD
18078,Angel Brady,4455.47,SGD
18079,Sharon Carey,7279.74,AUD
18080,Matthew Clark,9824.89,DKK
18081,Alex Boyd,2224.6,ILS
18082,Brett Kelly,9797.65,ILS
18083,Robert Espinoza,668.39,AUD
18084,Andrea Anthony,4563.56,GBP
18085,Austin Hawkins,3350.66,JPY
18086,Shannon Farrell,6909.78,PLN
18087,Ashley Robertson,4121.34,AUD
18088,George Cobb,5266.93,SEK
18089,Alicia Thomas,7063.76,NOK
18090,Bruce Smith DDS,7845.27,JPY
18091,Lisa Chavez,2908.85,SGD
18092,Valerie Pollard,2306.17,ILS
18093,Leah Schneider,9419.22,NOK
18094,Michelle Jenkins,2952.2,ZAR
18095,Paul Graves,1105.93,BRL
18096,Jerome Gaines,9457.02,NZD
18097,Justin Brown,4373.64,DKK
18098,Terri Matthews,2028.26,CHF
18099,Frank Stokes,1779.02,CHF
18100,Anthony Morris,9193.67,PLN
18101,Lindsay Johnson,4473.11,SGD
18102,Lori Becker,8308.14,SGD
18103,Rodney English,2991.1,HKD
18104,Eric Anderson,5840.12,ILS
18105,Tina Hayes,5150.86,SEK
18106,Danielle Alexander MD,5002.7,EUR
18107,Joseph Vang,4070.36,MXN
18108,Kristen Smith,671.11,ILS
18109,Hector Michael,8562.76,NZD
18110,Ashley Ryan,2183.7,PLN
18111,Michael Cisneros,2732.64,NOK
18112,Megan Ellis,3996.26,MXN
18113,Tom Juarez,7404.37,HKD
18114,Samantha Taylor,8509.17,CHF
18115,Dr. Sarah Dodson,9940.76,DKK
18116,Katherine Elliott,2247.99,MXN
18117,Christine Campbell,7435.93,CAD
18118,Nicholas Wyatt,152.98,INR
18119,Claudia Parker,716.76,GBP
18120,Brent Taylor,5786.53,NOK
18121,Jennifer Washington,2589.98,GBP
18122,Brandon Williams,1588.16,USD
18123,David Gilbert,8253.62,SEK
18124,Michael Simon,632.64,BRL
18125,Brian Burgess,7419.86,USD
18126,James Mcdaniel,2702.48,JPY
18127,John Andrews,6668.35,ILS
