ID,Recipient,Amount,Currency
2763,Howard Carpenter,9708.51,BRL
2764,Matthew Bradford,1861.59,CHF
2765,Veronica Horton,2263.83,SEK
2766,Vanessa Gibson,2118.29,KRW
2767,Patrick Morales,7249.01,USD
2768,Russell Burnett,6768.94,BRL
2769,Andrew Lee,4325.96,ZAR
2770,Adrian Lowery,5978.67,MXN
2771,Jessica Williams,7024.21,SEK
2772,Laura Griffith,3387.61,NZD
2773,Ronald Heath,1565.68,BRL
2774,Danielle Sanders,2593.3,ILS
2775,Steve Brown,9252.64,SGD
2776,Joseph Lopez,8971.0,JPY
2777,Christopher Coleman,9628.74,SGD
2778,Jack Lambert,5180.6,USD
2779,Todd Russell,5705.24,BRL
2780,Jeffrey Butler,7208.28,NOK
2781,Kelly Ward,4620.77,SEK
2782,Terry Webster,4661.09,DKK
2783,Thomas Burns,792.48,NZD
2784,Michael Flowers,6719.34,CAD
2785,Jennifer Hill DVM,7804.11,NOK
2786,Joyce Sullivan,9328.87,BRL
2787,Michael Martinez,6761.65,ZAR
2788,James Ruiz,9449.64,SEK
2789,Kimberly Jackson,7833.63,AUD
2790,Steven Norton,295.23,INR
2791,Jennifer Smith,1459.93,NOK
2792,Kimberly Lucas,8668.8,NOK
2793,James Taylor,3633.42,MXN
2794,Thomas Fitzgerald,4567.57,BRL
2795,Joshua White,3298.89,MXN
2796,Heather Ashley,6198.04,EUR
2797,Gerald Ray,8759.1,AUD
2798,Alexa Fletcher,2063.27,CAD
2799,Jessica Cox,8583.6,PLN
2800,Mrs. Wendy Willis MD,8873.71,USD
2801,William Berry,9917.49,SEK
2802,Jonathan Reyes,4419.91,PLN
2803,Morgan Wilson,9012.37,HKD
2804,Thomas Thomas,9583.22,GBP
2805,John Perez,5520.07,EUR
2806,Joshua Hanson,8150.73,HKD
2807,Jason Scott,1090.53,DKK
2808,Amanda King,1940.92,USD
2809,Zachary Logan,4531.62,USD
2810,Michael Ramirez,5090.4,MXN
2811,Stephanie Allen,1293.36,NOK
2812,Alexis Ball,9207.34,KRW
2813,Susan Knox,9612.77,GBP
2814,Nathan Russell,9273.5,NZD
2815,Mark Bishop,2536.29,ZAR
2816,Jacqueline George,4413.6,NOK
2817,Kevin King,6293.33,INR
2818,Sean Gross,1076.17,ILS
2819,Tiffany Park,349.54,NZD
2820,Jonathan Higgins,4743.02,AUD
2821,Rebecca Proctor,3327.52,DKK
2822,Jennifer Hahn,8239.1,HKD
2823,Michael Bennett,5821.21,ZAR
2824,Stephanie Rich,4349.97,AUD
2825,Jon Kennedy,8229.13,AUD
2826,John Elliott,5802.89,GBP
2827,Deanna Walters,2243.7,SEK
2828,Annette Ferguson,8347.66,JPY
2829,James Lee,4691.68,JPY
2830,Cassandra Brown,5303.73,JPY
2831,Michael Navarro,9830.76,ZAR
2832,Jessica Barnett,7211.67,SGD
2833,Kelly Hernandez,4865.41,MXN
2834,Victor Keller,1274.38,NZD
2835,Heather White,1004.77,KRW
2836,Karen Nelson,4566.54,NZD
2837,Nathan Mccarthy,3106.15,NOK
2838,Daniel Carroll,1937.26,GBP
2839,Tammy Hall,291.73,BRL
2840,Sandra Cruz,217.81,PLN
2841,Danielle Elliott,9299.91,NZD
2842,Andrew Bullock,3644.03,INR
2843,Mr. Timothy White,5865.68,HKD
2844,Christopher Jenkins,9960.15,AUD
2845,Mr. Gerald Cain MD,9920.29,JPY
2846,Daniel Smith,4610.06,SEK
2847,Elizabeth Hart,8188.04,PLN
2848,Heather Williamson,2321.65,CAD
2849,Thomas Dunn,678.77,PLN
2850,Raymond Cruz,884.49,INR
2851,Julie Bradshaw DDS,3203.27,AUD
2852,James Medina,7278.63,JPY
2853,Don Gomez,5492.59,PLN
2854,Robert Stevens,737.52,NOK
2855,Jeffrey Clayton,2815.8,NOK
2856,Timothy Richardson,1991.19,USD
2857,Christopher Larson,1303.85,GBP
2858,Katherine Schultz,9395.48,JPY
2859,Erika Williams,694.9,CHF
2860,Melissa Miller,9351.17,NZD
2861,Danielle Smith,4841.21,CHF
2862,Sheena Johnson,4941.39,INR
2863,Jonathan Romero,3327.16,NOK
2864,David Carey,3613.96,CHF
2865,Martin Roth,3391.14,GBP
2866,Brett Garcia,9585.48,SGD
2867,Jennifer Reyes,7402.8,USD
2868,Heather Jones,4430.75,DKK
2869,Cynthia Rios,3122.16,GBP
2870,Jennifer Cantu,3553.58,SGD
2871,David Davis,4259.94,USD
2872,Melissa Berger,9704.13,EUR
2873,Joshua Roberts,6859.51,SEK
2874,Wanda Meyers,2261.45,NZD
2875,Angel Armstrong,5916.05,PLN
2876,Andrew Phillips,3226.14,EUR
2877,Timothy Bryan,4511.01,CAD
2878,Jennifer Solis,2441.27,CHF
2879,Jose Bradley,5706.45,EUR
2880,Amy Robinson,6867.46,MXN
2881,Steven Owen,7283.51,MXN
2882,Melanie Scott,1453.02,INR
2883,Charles Moreno,3539.95,GBP
2884,Melissa Schneider,9852.75,PLN
2885,Brian Lara,7174.08,HKD
2886,Paige Anderson,1991.36,CHF
2887,Teresa White,6457.58,KRW
2888,Stephanie Ford,8944.19,JPY
2889,Jennifer Dean,8164.99,GBP
2890,Chelsey Hawkins,6852.8,DKK
2891,Jennifer Cox,6423.08,GBP
2892,Troy Tucker,8563.35,ILS
2893,Kristi Rojas,1921.77,KRW
2894,Derrick Stephens,4381.5,INR
2895,Stephanie Burns,8656.63,AUD
2896,Eugene Jones,1707.32,NZD
2897,Debbie Haynes,4914.66,DKK
2898,Christopher Murphy,6467.86,INR
2899,Christina Hogan,4645.23,CAD
2900,Kathleen Wright,588.9,CAD
2901,Stephanie Nguyen,1088.34,PLN
2902,Teresa Smith,7521.54,GBP
2903,Robert Davis,6784.52,JPY
2904,Julie Gardner,1067.58,DKK
2905,Lisa Hernandez,7335.74,DKK
2906,Heidi Davis,4332.49,INR
2907,Mrs. Holly Holmes,7822.32,MXN
2908,Joshua Jenkins,6050.08,NZD
2909,Maria Moss,4907.21,CHF
2910,Isabel Nicholson,9784.85,DKK
2911,Charles Ramirez,377.86,ZAR
2912,Lori Vasquez,2696.99,ZAR
2913,Daniel Allen,6926.33,MXN
2914,Nancy Gregory,4989.12,PLN
2915,Clinton Wise,291.67,BRL
2916,Stacey Hardy,2290.29,HKD
2917,John Garner,8458.54,CAD
2918,Kara Quinn,1380.7,HKD
2919,Kathleen Leon DDS,2766.22,BRL
2920,Amber French,7704.29,EUR
2921,Jean Reed,5737.75,CAD
2922,Jessica Morrison,8638.95,BRL
2923,Sarah Garcia,5421.65,BRL
2924,Crystal Hughes,8547.97,PLN
2925,Miss Amy Moore,3980.88,ILS
2926,John Henson,9219.07,SEK
2927,Justin Mills,8868.03,BRL
2928,Stephen George,5889.08,CHF
2929,Joseph Oconnell,3124.94,AUD
2930,Kevin Johnson,5382.33,HKD
2931,William Dalton,2329.6,PLN
2932,James Marks,9175.99,PLN
2933,Theresa Lara,3297.84,INR
2934,Jesse Mckee,4785.71,DKK
2935,Carolyn Spencer,4143.13,AUD
2936,Rebecca Bean,7670.08,EUR
2937,Allison Schultz,1598.4,EUR
2938,Christine Hoffman,4114.23,CHF
2939,Christine Adams,7463.56,EUR
2940,William Summers,9113.24,SEK
2941,Dawn Garcia,3120.34,AUD
2942,Gabriela Barnett,3764.24,USD
2943,Toni Smith,1406.26,USD
2944,Monica Edwards,1865.77,DKK
2945,Anthony Smith,7062.0,INR
2946,Rachel Carson,2150.51,AUD
2947,Randall Stevenson,254.22,INR
2948,Tamara Avery,8058.85,USD
2949,Karen Nguyen,6741.14,PLN
2950,Jennifer Moore,127.86,JPY
2951,George Singleton,2886.78,INR
2952,Eric Ramsey,4818.67,AUD
2953,Mary Golden,1386.12,HKD
2954,Krista Warner,1009.13,NOK
2955,Chelsea Schultz,5853.16,GBP
2956,Daniel Ali,4856.02,PLN
2957,Jacob Campos,1590.57,EUR
2958,Michael Lamb,7440.58,ZAR
2959,Catherine Jones,4401.35,INR
2960,John Parks,984.52,ZAR
2961,Hannah Washington,7287.83,JPY
2962,Victor Williams,9347.48,SGD
2963,William Hogan,7565.44,CHF
2964,James Dillon,3343.83,GBP
2965,Melissa Johnson MD,6015.82,ILS
2966,Roberta Sanchez,6009.98,HKD
2967,Lisa Tanner,6632.87,NZD
2968,Ryan Delgado,1575.42,SGD
2969,Edward Alexander,3062.54,ILS
2970,Dr. Julie Jenkins,345.3,DKK
2971,David Barnett,8829.51,GBP
2972,Derrick Butler,1075.66,CHF
2973,Christina Jones,7522.11,MXN
2974,Hannah Lee,7522.67,CHF
2975,Billy Keller,5943.99,CHF
2976,Ashley Martinez,3042.13,SGD
2977,Matthew Ross,5313.76,ILS
2978,Laurie Welch,3922.37,CAD
2979,Jacqueline Hanson,2320.38,JPY
2980,James Mercado,8452.22,DKK
2981,Gina Gonzalez,9789.52,CAD
2982,Andrew Collier,8269.92,CAD
2983,Tammy Hayes,9161.19,KRW
2984,Timothy Austin,5819.19,HKD
2985,Jennifer Cooper,1236.36,JPY
2986,Lori Hodge,5690.45,AUD
2987,John Carlson,1698.44,SEK
2988,Jeremy Hoover,3177.71,SGD
2989,Lori Watts,8911.47,NOK
2990,Cameron Taylor,2280.95,BRL
2991,Christopher Smith,6891.75,NZD
2992,Jesus King,7596.32,GBP
2993,Antonio Stewart,3055.68,USD
2994,Monica Campbell,8861.28,KRW
2995,Trevor Walker,2632.98,EUR
2996,Robert Sosa,7774.83,PLN
2997,Linda Wilkinson,9425.74,KRW
2998,Maria Lopez,4439.27,HKD
2999,Jay Jones,4585.12,CHF
3000,Crystal Stephens,5121.9,USD
3001,Priscilla Harris,6109.77,ILS
3002,Justin French,8395.49,HKD
3003,Tammy Singh,3079.83,BRL
3004,Brian Cunningham,6810.15,PLN
3005,Lucas Rose,7895.9,AUD
3006,Allen Miller,4857.34,GBP
3007,Jacob Rivera,356.26,ZAR
3008,Allison Wallace,4330.69,SGD
3009,Barbara Jones,3521.27,ZAR
3010,David Figueroa,5.43,JPY
3011,Christopher Flores,3567.93,MXN
3012,Destiny Hoffman,6236.95,CHF
3013,Mr. Michael Schneider,1506.59,CHF
3014,April Freeman,6333.04,PLN
3015,Daniel Russo,7132.92,PLN
3016,Shawn Singh,7078.86,USD
3017,Jason Rios,3725.22,CAD
3018,Keith Bishop,2085.14,MXN
3019,Catherine Forbes,4377.6,JPY
3020,Laura Rodriguez,6855.04,CHF
3021,Carlos Chandler,9035.66,NOK
3022,Adam Lee,6831.18,NZD
3023,Kathryn Campos,1294.87,INR
3024,Stephanie Ward,9435.38,GBP
3025,Victoria Torres,8557.14,AUD
3026,Rhonda Wilson,6348.38,NZD
3027,Andrew Payne,5161.75,SEK
3028,Jamie Garcia,7266.19,USD
3029,Nathan Baker,3079.37,SGD
3030,Robert Ochoa,8397.88,NZD
3031,Jonathan Alvarez,4136.27,SGD
3032,Megan Shaffer,1225.65,PLN
3033,Angela Diaz,1588.88,USD
3034,Scott Thompson,8963.19,GBP
3035,Mary Riggs,1490.22,SEK
3036,Stephen Barber,8653.92,ILS
3037,Desiree Adams,9343.86,ILS
3038,Nicholas Harris,2694.26,MXN
3039,Kim Schwartz,3820.82,MXN
3040,Sherry Curtis,6848.98,PLN
3041,Sarah Richardson DVM,1106.4,ZAR
3042,Michelle Diaz,7491.69,ZAR
3043,Tonya Perez,6786.15,JPY
3044,Jason Baird,6644.59,SEK
3045,Chris Armstrong,4793.18,NOK
3046,Daniel Ho,1153.89,ZAR
3047,Jennifer Tanner,3103.06,AUD
3048,Charles Friedman,9920.08,JPY
3049,Marissa Morris,888.63,GBP
3050,Phillip Fox,73.93,JPY
3051,Wendy Singleton,792.7,INR
3052,Kelli Hale,1772.15,CHF
3053,Chad Bailey,2151.64,JPY
3054,Melissa George,8340.08,HKD
3055,Rachel Russell,2871.28,SEK
3056,Wanda Banks,2914.17,ILS
3057,Alyssa Farley,7360.82,KRW
3058,Alan Campos,2327.05,DKK
3059,Leah Rios,6734.67,HKD
3060,Mr. Joseph Cross DDS,2224.53,SGD
3061,Brenda Adams,8171.39,SGD
3062,Amanda Stafford,870.69,EUR
3063,Casey Kelly DDS,2112.48,EUR
3064,David Nolan,1341.74,INR
3065,John Garcia,6011.05,PLN
3066,Jacob Pugh,2818.42,ZAR
3067,Kaylee Petersen,5483.65,INR
3068,Mr. Brad Whitaker,3797.41,INR
3069,David Hernandez,3909.72,NOK
3070,Rebecca Moreno,4296.95,GBP
3071,Teresa Simpson,4788.86,BRL
3072,Courtney Ramos,3337.54,CHF
3073,Stephanie Skinner,3145.73,GBP
3074,Melissa Perry,6657.82,NZD
3075,Shawn Taylor,3847.33,ZAR
3076,Aimee Good,3638.2,MXN
3077,Robert Vaughn,4948.44,CHF
3078,Tracey Mills DDS,2822.95,SGD
3079,Robert Allen,5202.89,ZAR
3080,Denise Thomas,2605.45,ZAR
3081,Michael Wright,189.15,INR
3082,Nancy Smith,5488.91,ZAR
3083,Katrina Simmons,8925.62,NZD
3084,Joseph Hess,9042.4,USD
3085,Andrew Edwards,7491.23,NZD
3086,Wendy Austin,7965.48,CHF
3087,Rebecca Edwards,7519.42,DKK
3088,Victoria Nash,1461.61,PLN
3089,Dennis Wilson,6580.63,CAD
3090,Allison Lozano,4325.43,DKK
3091,Jonathan Olson,5935.26,SEK
3092,James Rodriguez,3194.79,AUD
3093,Shannon Cruz,1449.97,EUR
3094,Chelsea Leonard,7561.54,GBP
3095,Dr. Matthew Wilson,3239.87,GBP
3096,Lance Smith,8299.47,PLN
3097,Renee Johnson,7566.84,NZD
3098,Gina Ramirez,6944.45,PLN
3099,Paul Conner,244.33,KRW
3100,Faith Stanton,8223.78,GBP
3101,Rebecca Doyle,1397.46,EUR
3102,Chelsea Jackson,8095.96,EUR
3103,Gregory Williamson,101.51,HKD
3104,Jaime Franklin,6636.38,MXN
3105,Todd Simon,4484.03,SEK
3106,Michael Weber,3195.66,CHF
3107,David Spencer,3697.99,BRL
3108,Larry Allen,9190.21,AUD
3109,Leslie Reynolds,2753.62,GBP
3110,Susan Scott,2799.7,PLN
3111,Christopher Rodgers,4639.35,HKD
3112,Jeanne Smith,7211.41,ZAR
3113,John Perez DDS,140.56,AUD
3114,Benjamin Morales,2209.46,CAD
3115,Christopher Sanders,8376.82,SGD
3116,Loretta Russo,9918.67,CHF
3117,Cody Williams,9573.16,NZD
3118,Anthony Keller,3105.53,MXN
3119,Nicole Kim,1951.56,PLN
3120,Kyle Logan,96.75,CAD
3121,Teresa Clay,4031.43,NZD
3122,Victor Allen,1680.59,CHF
3123,Timothy Stanley,780.29,CAD
3124,Laurie Lambert,107.1,SGD
3125,Allison Stewart,6109.07,NOK
3126,Debbie Baker,955.11,ZAR
3127,Erin Wright,3085.68,NZD
3128,Emily Williams,8720.31,CHF
3129,Karen Moore,1309.96,PLN
3130,Katrina Robinson,2640.32,KRW
3131,Justin Morse,7364.87,AUD
3132,Mr. Samuel Bartlett,6263.04,NOK
3133,Tony Garrison,8099.57,HKD
3134,Jacqueline Keller,2247.86,BRL
3135,Sophia Keller,4526.57,CAD
3136,Kimberly Bennett,370.96,CHF
3137,Carolyn Shaw,8660.07,EUR
3138,Janice Savage,1756.79,PLN
3139,Melissa Cordova,38.48,JPY
3140,Virginia Davis,75.53,ZAR
3141,Kenneth Bryant,142.93,SEK
3142,Benjamin Lopez,5170.41,NZD
3143,Alec Miller,6769.0,ILS
3144,Michael Ramos,2597.91,MXN
3145,Michael Allen,8366.08,KRW
3146,Pam Stewart,5999.77,SGD
3147,Mariah Miles,4010.67,JPY
3148,Joseph Phillips,9033.48,AUD
3149,Justin Fischer,9669.53,SEK
3150,Melissa Hamilton,9158.45,ZAR
3151,Emma Haynes,736.25,CAD
3152,Robert Townsend,9365.75,KRW
3153,Joanne Duran,5116.15,SEK
3154,Brendan Sanchez,697.02,GBP
3155,Jane Martin,5401.86,USD
3156,Morgan Foster,4521.44,ZAR
3157,Sarah Garcia DVM,8413.78,DKK
3158,Donna Kelley,5381.67,SEK
3159,Stephanie Green,6314.85,CAD
3160,Charles Williams,5525.85,ZAR
3161,Christopher Davis,1003.72,BRL
3162,Kelly Moore,8240.51,NZD
3163,Daniel Crane,5919.35,DKK
3164,Robert Smith,2771.09,SEK
3165,Stacey Chen,114.4,ZAR
3166,Anthony King,8640.22,SGD
3167,Kathleen Frazier,6970.04,CAD
3168,Amanda Zavala,9173.79,HKD
3169,Jeffrey Austin,4322.9,INR
3170,Jasmine Mack,6754.49,BRL
3171,Alex Anderson,3046.92,INR
3172,Francis Hill,4712.04,SEK
3173,Joseph Johnson,3980.46,BRL
3174,Barbara Ruiz,797.08,CAD
3175,Dr. Stephen Shaw,3608.63,PLN
3176,Thomas Keller,8212.14,ZAR
3177,Brent Odonnell,1300.64,AUD
3178,Ronald Noble,8714.48,SGD
3179,Lisa Wilson,1740.44,SGD
3180,Christopher Brown,2263.45,NZD
3181,Ashley Cantrell,3574.01,ILS
3182,Rebecca Tyler,8759.85,SGD
3183,James Holt,6149.17,JPY
3184,Amanda Cochran,5919.56,NOK
3185,James Cortez,40.07,USD
3186,Kristy Smith,7824.82,INR
3187,Robert Harmon,3880.87,ZAR
3188,Alexandra Fernandez,475.32,GBP
3189,Patrick Cox,8300.72,AUD
3190,Dakota Hoffman,1363.07,HKD
3191,Vernon Edwards,1950.77,ILS
3192,Maria Sandoval,7400.24,MXN
3193,Kyle Adams,4336.65,MXN
3194,Vincent Cruz,3735.41,AUD
3195,Taylor Sanders,9389.64,BRL
3196,Charles Wilson,5330.21,BRL
3197,William Mccoy,3315.96,BRL
3198,Justin Pratt,9202.02,DKK
3199,Phillip Baker,1919.74,SEK
3200,Sheila Lucas,5.47,DKK
3201,Gary Rollins,5325.56,ZAR
3202,Megan Flores,7788.18,JPY
3203,Anita Vasquez,7103.74,ZAR
3204,Timothy Singh,1208.39,DKK
3205,April Fischer,7617.56,PLN
3206,Samuel Lee,9408.14,AUD
3207,Laura Simmons,8715.29,PLN
3208,Nancy Massey,4556.31,NOK
3209,Mark Garcia,1607.11,GBP
3210,Peter Hill DDS,5280.64,MXN
3211,Jamie Hayes,2760.09,MXN
3212,Victor Lamb,5732.54,SGD
3213,Phillip Gonzalez,9705.76,BRL
3214,Tonya Guerra,7568.82,MXN
3215,Becky Rojas,4484.58,ILS
3216,Sylvia Thornton,4009.28,NOK
3217,Lauren Perez,1881.48,CHF
3218,Susan Vazquez,7237.53,NOK
3219,Kelly Larson,2473.52,CAD
3220,Heidi Strong,7614.12,KRW
3221,Jeremy Buchanan,9984.82,BRL
3222,Alyssa Jones,887.52,NZD
3223,Deborah Olsen,1418.59,MXN
3224,Jason Weber,3066.25,NOK
3225,Lindsey Frazier,3889.56,BRL
3226,Eugene Warner DVM,9695.72,USD
3227,Katie Bryant,9173.01,USD
3228,Robert Nunez,3694.55,AUD
3229,Mary Wilson,444.83,EUR
3230,Michael Brown,332.42,HKD
3231,Paula Chan,2052.65,DKK
3232,John Taylor,6837.89,MXN
3233,Michael Newman,5072.89,JPY
3234,Shannon Day,1441.74,DKK
3235,Sharon Montoya,8766.15,NZD
3236,Kevin Collins,5678.24,PLN
3237,Shelia Arnold,2601.94,KRW
3238,Donna Pineda,6580.66,BRL
3239,Louis Booth,427.66,SEK
3240,Kelly Kerr,6333.45,SEK
3241,Amanda Spears,9710.19,PLN
3242,Derek Franklin,9434.62,ZAR
3243,Evelyn Peterson,6221.63,GBP
3244,Michael Perez,1191.1,SGD
3245,Katie Brown,9334.19,SEK
3246,John Greer,7613.17,ZAR
3247,Kathy Joseph,8988.71,KRW
3248,Megan Edwards,9495.04,SEK
3249,Andrea Richardson,5458.93,CAD
3250,Shannon Roberts,5315.49,DKK
3251,Kristine Lewis MD,868.42,NZD
3252,Andrea Walsh,3670.63,JPY
3253,Aaron Thompson,5252.82,JPY
3254,David Miles,1787.96,JPY
3255,Kaitlyn Williams,9547.07,CAD
3256,Jessica Greer,8855.89,AUD
3257,Fernando Fisher,4576.51,CHF
3258,Brian Cunningham,3289.18,SGD
3259,Christopher Duran,4667.06,PLN
3260,Joann Hughes,3586.25,CAD
3261,Dawn Alvarez,2282.04,SEK
3262,Ryan Morales,284.58,KRW
3263,Brandon Lee,1025.25,BRL
3264,Jamie Rose,5735.4,JPY
3265,Paul Miller,5042.19,KRW
3266,Megan Soto,2285.43,NZD
3267,Lauren Raymond,1214.42,KRW
3268,Angela Lewis,7926.95,EUR
3269,Joseph Donaldson DVM,5549.41,ZAR
3270,Bruce Bailey,8429.79,INR
3271,Karen Kennedy,500.9,HKD
3272,Angela Bryant,5605.27,BRL
3273,Robert Carey,2098.32,ILS
3274,Toni Vincent,7539.03,DKK
3275,Lisa Martinez,4531.37,SGD
3276,Mary Vega,4531.84,EUR
3277,Sarah Bryan MD,249.73,HKD
3278,Karen Shaw,6524.21,ZAR
3279,Jennifer Cobb,7801.77,ZAR
3280,Sarah Juarez,8505.26,EUR
3281,Patricia Daniel,2222.15,PLN
3282,Jennifer Allen,660.31,PLN
3283,Kim Wilson,2073.48,DKK
3284,Amanda Reed,895.86,KRW
3285,James Chambers,4736.99,CAD
3286,Stacey Stewart,7509.05,ZAR
3287,John Gonzalez,9038.05,NOK
3288,Sarah Osborn,7.67,GBP
3289,Virginia Martin,873.99,GBP
3290,Charles Gonzalez,2146.83,AUD
3291,Roberto Morse,5483.29,MXN
3292,Tonya Williams,764.3,AUD
3293,Tracy French,9637.02,HKD
3294,Victoria Elliott,3976.72,SEK
3295,Michelle Logan,6040.89,DKK
3296,John Russell,5238.37,MXN
3297,Jonathan Arellano,2622.78,INR
3298,Daniel Mueller,123.88,AUD
3299,Carlos Morgan,1858.36,AUD
3300,Anthony Brown,1284.66,ILS
3301,Jon Tyler,1152.66,SEK
3302,Brandon Scott,1662.79,CHF
3303,Eric Freeman,4863.79,JPY
3304,Derek Smith,6339.99,CHF
3305,Rachel Reed,341.42,ILS
3306,Ryan Thompson,6147.84,JPY
3307,Amanda Ortiz,1522.19,BRL
3308,Emily Henry,6375.79,JPY
3309,Patricia Ellis,7589.71,CAD
3310,Felicia Riley,2219.89,MXN
3311,Carl Chang,7079.52,SEK
3312,Jonathan Hall,4729.69,ILS
3313,Anthony Martin,6986.57,AUD
3314,Thomas Stephenson,4728.27,INR
3315,Terry Crawford,2260.13,HKD
3316,Susan Fisher,7642.98,HKD
3317,Mason Larson,3350.8,KRW
3318,Jennifer Elliott,5352.48,SEK
3319,Hailey Gonzalez,1929.79,JPY
3320,Susan Taylor,5798.34,BRL
3321,Jacqueline Jimenez,7021.25,ZAR
3322,Gabrielle Torres,9347.51,CHF
3323,Amy Sanchez,8332.69,BRL
3324,Vickie Hughes,2774.92,KRW
3325,James Clark,5975.44,PLN
3326,Sherri Summers,7451.37,CAD
3327,Maureen Stewart,1030.99,SGD
3328,Alexander Santiago,4820.15,KRW
3329,Brittany Reeves,3695.58,CHF
3330,Billy Evans,1069.73,EUR
3331,Steven Peterson,9064.61,USD
3332,Angel Johnson,722.24,SGD
3333,Karen Mayo,5480.67,AUD
3334,Maria Wood,6008.45,PLN
3335,James Keller,2035.28,USD
3336,Vincent Cantrell,5937.01,DKK
3337,Justin Williamson,2291.3,NZD
3338,Summer Galloway,3316.77,ILS
3339,Nancy Perez,4870.55,SGD
3340,Margaret Dyer,9579.58,NZD
3341,Robert Cooper,263.87,PLN
3342,Andrew Alvarado,6244.33,JPY
3343,Paul Cummings,1008.36,CHF
3344,Andrew Castro,9438.42,ZAR
3345,Leroy Jordan,2134.88,BRL
3346,Amanda Richmond,5987.58,BRL
3347,Robin Sims,9661.41,DKK
3348,Lisa Frazier,4077.82,USD
3349,Jared Martin,7966.44,SEK
3350,Samantha Johnson,9240.19,BRL
3351,Nicole Smith,4283.62,ILS
3352,Kiara Lucas,7204.41,SGD
3353,Colleen Phillips,8036.38,CHF
3354,Robert Hughes,5514.37,KRW
3355,Kathy Harris,5222.52,ILS
3356,Roberto Mendoza,3236.73,INR
3357,Frank Beck,6462.89,HKD
3358,Todd Blake,487.87,SEK
3359,Renee Allen,7071.47,ZAR
3360,Felicia Pena,2904.51,BRL
3361,Nathaniel May,6798.49,USD
3362,Gregory Allen,9074.68,NOK
3363,Barbara Barnett,8733.38,NOK
3364,Vanessa Roberts,6254.73,NOK
3365,Derrick Blackwell,5520.01,SGD
3366,Philip Stewart,5846.28,KRW
3367,Sherry Brooks,5172.81,SGD
3368,Jordan Harper,5752.25,EUR
3369,Ashley Velez,2297.83,NOK
3370,Tara Nunez,3177.98,EUR
3371,Andre Williams,7047.39,NOK
3372,Megan Murphy,7638.38,HKD
3373,Matthew Morrison,8377.98,EUR
3374,Jamie Underwood,7501.42,JPY
3375,Stephen Brown,4722.11,HKD
3376,Megan Cummings,8711.96,EUR
3377,Mikayla Huerta,9820.66,ILS
3378,Becky James,9754.45,JPY
3379,James Gordon,1922.41,MXN
3380,Andrea Singh,8256.85,INR
3381,Rebekah Daugherty,8587.1,GBP
3382,James Young,1148.66,SGD
3383,Laura Gonzalez,7282.52,DKK
3384,Angela Wong,6301.99,CAD
3385,Nancy Wilson,472.39,USD
3386,Jeffrey Stephens,7008.68,USD
3387,Mary Robertson,9675.84,CHF
3388,Angel Jones,8719.41,EUR
3389,Erin Kaufman,819.83,SGD
3390,Emily Tyler,4709.08,NZD
3391,Jonathan Webb,8098.35,NOK
3392,Deanna Oconnor,1812.58,MXN
3393,Christina Bentley,4705.1,BRL
3394,Vincent Ryan,3500.47,DKK
3395,Jason Williamson,6457.56,NOK
3396,Kenneth Scott,1773.63,EUR
3397,Nathan Burnett,855.94,JPY
3398,Caroline Hull,8341.94,ILS
3399,Thomas Jackson,5785.47,BRL
3400,Renee Wilson,5424.66,ZAR
3401,Mark Cox,1269.67,ILS
3402,Patricia Wright,9551.27,AUD
3403,Aaron Jacobs,8124.46,USD
3404,Anthony Garcia,9760.72,CAD
3405,Keith Peters,1915.7,KRW
3406,Amber Crane,6099.33,JPY
3407,Robert Nelson,6934.1,USD
3408,Ryan Dudley,3445.61,ILS
3409,Erica Thompson,6550.05,DKK
3410,Andrea Proctor,7544.66,EUR
3411,Kyle Robles,9260.92,DKK
3412,Erika Romero,8419.69,GBP
3413,Scott Robinson,826.08,ZAR
3414,Kristen Andrews,3247.49,EUR
3415,Matthew Gomez,7594.99,ILS
3416,Kevin Meadows,1508.9,AUD
3417,Alexis Young,7611.91,USD
3418,Sandra Wilson,477.07,NOK
3419,Ryan Hayes,2834.93,GBP
3420,Cheryl Hatfield,7319.79,PLN
3421,Samuel Powers,5940.9,ILS
3422,Mr. Michael Moore,7655.42,AUD
3423,Riley Poole,5819.92,EUR
3424,Nicholas Wheeler,6765.39,KRW
3425,Maria Velazquez,9002.14,SGD
3426,Karen Garza,2500.51,BRL
3427,Abigail Sanchez,6747.35,NZD
3428,Cassandra Miller,4955.42,KRW
3429,Dr. Ronald Le,8467.78,AUD
3430,Ricardo Hawkins,3224.46,ILS
3431,Sonia Thomas DDS,7897.56,EUR
3432,Larry Kelley,5554.71,JPY
3433,Nancy Burke,9533.38,ILS
3434,Vincent Smith,7061.85,HKD
3435,Karen Sheppard,3159.66,AUD
3436,Jacob Chaney,9221.94,DKK
3437,Jennifer Webster,7418.41,USD
3438,Scott Faulkner,2553.79,CHF
3439,James Hicks,4793.61,GBP
3440,Erik Parks,5638.09,BRL
3441,Kevin Copeland,7633.55,CAD
3442,Gary Martin,7422.61,NZD
3443,Destiny Garcia,265.16,KRW
3444,Douglas Carter,2262.91,EUR
3445,Becky Rivera,2257.74,GBP
3446,John Knight,9794.44,JPY
3447,Jennifer Shields,7106.15,SEK
3448,Veronica Pearson,891.74,PLN
3449,Hannah Morgan,2041.17,ZAR
3450,Glenn Hernandez,9449.98,EUR
3451,James Smith,5129.65,NZD
